,visitNumber,visitId,visitStartTime,date,totals,trafficSource,device,geoNetwork,customDimensions,site,fullVisitorId,time,socialEngagementType
738,1,1501618765,1501618765,20170801,"{'visits': '1', 'hits': '1', 'pageviews': '1', 'bounces': '1', 'newVisits': '1', 'sessionQualityDim': '1'}","{'campaign': '(not set)', 'source': '(direct)', 'medium': '(none)', 'adwordsClickInfo': {'criteriaParameters': 'not available in demo dataset'}, 'isTrueDirect': True}","{'browser': 'Chrome', 'browserVersion': 'not available in demo dataset', 'browserSize': 'not available in demo dataset', 'operatingSystem': 'Android', 'operatingSystemVersion': 'not available in demo dataset', 'isMobile': True, 'mobileDeviceBranding': 'not available in demo dataset', 'mobileDeviceModel': 'not available in demo dataset', 'mobileInputSelector': 'not available in demo dataset', 'mobileDeviceInfo': 'not available in demo dataset', 'mobileDeviceMarketingName': 'not available in demo dataset', 'flashVersion': 'not available in demo dataset', 'language': 'not available in demo dataset', 'screenColors': 'not available in demo dataset', 'screenResolution': 'not available in demo dataset', 'deviceCategory': 'mobile'}","{'continent': 'Americas', 'subContinent': 'South America', 'country': 'Argentina', 'region': 'not available in demo dataset', 'metro': 'not available in demo dataset', 'city': 'not available in demo dataset', 'cityId': 'not available in demo dataset', 'networkDomain': 'speedy.com.ar', 'latitude': 'not available in demo dataset', 'longitude': 'not available in demo dataset', 'networkLocation': 'not available in demo dataset'}","[{'index': '4', 'value': 'South America'}]",http://parallels.com/elementum/nullam/varius/nulla/facilisi/cras/non.jpg?quis=dis&orci=parturient&nullam=montes&molestie=nascetur&nibh=ridiculus&in=mus,4.69E+18,0:04:43,Not Socially Engaged
739,1,1501589330,1501589330,20170801,"{'visits': '1', 'hits': '1', 'pageviews': '1', 'bounces': '1', 'newVisits': '1', 'sessionQualityDim': '1'}","{'campaign': '(not set)', 'source': '(direct)', 'medium': '(none)', 'adwordsClickInfo': {'criteriaParameters': 'not available in demo dataset'}}","{'browser': 'Firefox', 'browserVersion': 'not available in demo dataset', 'browserSize': 'not available in demo dataset', 'operatingSystem': 'Windows', 'operatingSystemVersion': 'not available in demo dataset', 'isMobile': False, 'mobileDeviceBranding': 'not available in demo dataset', 'mobileDeviceModel': 'not available in demo dataset', 'mobileInputSelector': 'not available in demo dataset', 'mobileDeviceInfo': 'not available in demo dataset', 'mobileDeviceMarketingName': 'not available in demo dataset', 'flashVersion': 'not available in demo dataset', 'language': 'not available in demo dataset', 'screenColors': 'not available in demo dataset', 'screenResolution': 'not available in demo dataset', 'deviceCategory': 'desktop'}","{'continent': 'Asia', 'subContinent': 'Southeast Asia', 'country': 'Thailand', 'region': 'not available in demo dataset', 'metro': 'not available in demo dataset', 'city': 'not available in demo dataset', 'cityId': 'not available in demo dataset', 'networkDomain': 'asianet.co.th', 'latitude': 'not available in demo dataset', 'longitude': 'not available in demo dataset', 'networkLocation': 'not available in demo dataset'}",[],https://amazon.co.uk/pede/venenatis/non/sodales/sed/tincidunt.xml?vivamus=vulputate&in=justo&felis=in&eu=blandit&sapien=ultrices&cursus=enim&vestibulum=lorem&proin=ipsum&eu=dolor&mi=sit&nulla=amet&ac=consectetuer&enim=adipiscing&in=elit&tempor=proin&turpis=interdum&nec=mauris&euismod=non&scelerisque=ligula&quam=pellentesque&turpis=ultrices&adipiscing=phasellus&lorem=id&vitae=sapien&mattis=in&nibh=sapien&ligula=iaculis&nec=congue&sem=vivamus&duis=metus&aliquam=arcu&convallis=adipiscing&nunc=molestie&proin=hendrerit&at=at&turpis=vulputate&a=vitae&pede=nisl&posuere=aenean&nonummy=lectus&integer=pellentesque&non=eget&velit=nunc&donec=donec&diam=quis&neque=orci&vestibulum=eget&eget=orci&vulputate=vehicula&ut=condimentum&ultrices=curabitur&vel=in&augue=libero&vestibulum=ut&ante=massa&ipsum=volutpat&primis=convallis&in=morbi&faucibus=odio&orci=odio&luctus=elementum&et=eu&ultrices=interdum&posuere=eu&cubilia=tincidunt&curae=in&donec=leo&pharetra=maecenas&magna=pulvinar&vestibulum=lobortis&aliquet=est&ultrices=phasellus&erat=sit&tortor=amet,7.85E+18,0:13:49,Not Socially Engaged
740,1,1501648570,1501648570,20170801,"{'visits': '1', 'hits': '1', 'pageviews': '1', 'bounces': '1', 'newVisits': '1', 'sessionQualityDim': '1'}","{'campaign': '(not set)', 'source': '(direct)', 'medium': '(none)', 'adwordsClickInfo': {'criteriaParameters': 'not available in demo dataset'}, 'isTrueDirect': True}","{'browser': 'Chrome', 'browserVersion': 'not available in demo dataset', 'browserSize': 'not available in demo dataset', 'operatingSystem': 'Android', 'operatingSystemVersion': 'not available in demo dataset', 'isMobile': True, 'mobileDeviceBranding': 'not available in demo dataset', 'mobileDeviceModel': 'not available in demo dataset', 'mobileInputSelector': 'not available in demo dataset', 'mobileDeviceInfo': 'not available in demo dataset', 'mobileDeviceMarketingName': 'not available in demo dataset', 'flashVersion': 'not available in demo dataset', 'language': 'not available in demo dataset', 'screenColors': 'not available in demo dataset', 'screenResolution': 'not available in demo dataset', 'deviceCategory': 'tablet'}","{'continent': 'Americas', 'subContinent': 'Central America', 'country': 'Mexico', 'region': 'not available in demo dataset', 'metro': 'not available in demo dataset', 'city': 'not available in demo dataset', 'cityId': 'not available in demo dataset', 'networkDomain': 'megared.net.mx', 'latitude': 'not available in demo dataset', 'longitude': 'not available in demo dataset', 'networkLocation': 'not available in demo dataset'}","[{'index': '4', 'value': 'Central America'}]",http://seesaa.net/ante/nulla/justo.png?justo=nulla&in=elit&hac=ac,3.43E+17,0:02:35,Not Socially Engaged
741,1,1501625495,1501625495,20170801,"{'visits': '1', 'hits': '1', 'pageviews': '1', 'bounces': '1', 'newVisits': '1', 'sessionQualityDim': '1'}","{'campaign': '(not set)', 'source': '(direct)', 'medium': '(none)', 'adwordsClickInfo': {'criteriaParameters': 'not available in demo dataset'}}","{'browser': 'Chrome', 'browserVersion': 'not available in demo dataset', 'browserSize': 'not available in demo dataset', 'operatingSystem': 'Android', 'operatingSystemVersion': 'not available in demo dataset', 'isMobile': True, 'mobileDeviceBranding': 'not available in demo dataset', 'mobileDeviceModel': 'not available in demo dataset', 'mobileInputSelector': 'not available in demo dataset', 'mobileDeviceInfo': 'not available in demo dataset', 'mobileDeviceMarketingName': 'not available in demo dataset', 'flashVersion': 'not available in demo dataset', 'language': 'not available in demo dataset', 'screenColors': 'not available in demo dataset', 'screenResolution': 'not available in demo dataset', 'deviceCategory': 'mobile'}","{'continent': 'Americas', 'subContinent': 'Central America', 'country': 'Mexico', 'region': 'Mexico City', 'metro': '(not set)', 'city': 'Mexico City', 'cityId': 'not available in demo dataset', 'networkDomain': 'totalplay.net', 'latitude': 'not available in demo dataset', 'longitude': 'not available in demo dataset', 'networkLocation': 'not available in demo dataset'}","[{'index': '4', 'value': 'Central America'}]",https://google.com.br/suscipit/ligula.js?ligula=montes&sit=nascetur&amet=ridiculus&eleifend=mus&pede=etiam&libero=vel&quis=augue&orci=vestibulum&nullam=rutrum&molestie=rutrum&nibh=neque&in=aenean&lectus=auctor&pellentesque=gravida&at=sem&nulla=praesent&suspendisse=id&potenti=massa&cras=id&in=nisl&purus=venenatis&eu=lacinia&magna=aenean&vulputate=sit&luctus=amet&cum=justo&sociis=morbi&natoque=ut&penatibus=odio&et=cras&magnis=mi&dis=pede&parturient=malesuada&montes=in&nascetur=imperdiet&ridiculus=et&mus=commodo&vivamus=vulputate&vestibulum=justo&sagittis=in&sapien=blandit&cum=ultrices&sociis=enim&natoque=lorem,9.75E+18,0:08:46,Not Socially Engaged
742,1,1501637030,1501637030,20170801,"{'visits': '1', 'hits': '1', 'pageviews': '1', 'bounces': '1', 'newVisits': '1', 'sessionQualityDim': '1'}","{'campaign': '(not set)', 'source': '(direct)', 'medium': '(none)', 'adwordsClickInfo': {'criteriaParameters': 'not available in demo dataset'}}","{'browser': 'Chrome', 'browserVersion': 'not available in demo dataset', 'browserSize': 'not available in demo dataset', 'operatingSystem': 'Windows', 'operatingSystemVersion': 'not available in demo dataset', 'isMobile': False, 'mobileDeviceBranding': 'not available in demo dataset', 'mobileDeviceModel': 'not available in demo dataset', 'mobileInputSelector': 'not available in demo dataset', 'mobileDeviceInfo': 'not available in demo dataset', 'mobileDeviceMarketingName': 'not available in demo dataset', 'flashVersion': 'not available in demo dataset', 'language': 'not available in demo dataset', 'screenColors': 'not available in demo dataset', 'screenResolution': 'not available in demo dataset', 'deviceCategory': 'desktop'}","{'continent': 'Americas', 'subContinent': 'Northern America', 'country': 'United States', 'region': 'Illinois', 'metro': 'Chicago IL', 'city': 'Chicago', 'cityId': 'not available in demo dataset', 'networkDomain': 'myvzw.com', 'latitude': 'not available in demo dataset', 'longitude': 'not available in demo dataset', 'networkLocation': 'not available in demo dataset'}","[{'index': '4', 'value': 'North America'}]",http://free.fr/id/sapien/in.xml?id=turpis&turpis=a&integer=pede&aliquet=posuere&massa=nonummy&id=integer&lobortis=non&convallis=velit&tortor=donec&risus=diam&dapibus=neque&augue=vestibulum&vel=eget&accumsan=vulputate&tellus=ut&nisi=ultrices&eu=vel&orci=augue&mauris=vestibulum&lacinia=ante&sapien=ipsum&quis=primis&libero=in&nullam=faucibus&sit=orci&amet=luctus&turpis=et&elementum=ultrices&ligula=posuere&vehicula=cubilia&consequat=curae&morbi=donec&a=pharetra&ipsum=magna&integer=vestibulum&a=aliquet&nibh=ultrices&in=erat&quis=tortor&justo=sollicitudin&maecenas=mi&rhoncus=sit&aliquam=amet&lacus=lobortis&morbi=sapien&quis=sapien&tortor=non&id=mi&nulla=integer&ultrices=ac&aliquet=neque&maecenas=duis&leo=bibendum&odio=morbi&condimentum=non&id=quam&luctus=nec&nec=dui&molestie=luctus&sed=rutrum&justo=nulla&pellentesque=tellus&viverra=in&pede=sagittis&ac=dui&diam=vel&cras=nisl&pellentesque=duis&volutpat=ac&dui=nibh&maecenas=fusce&tristique=lacus&est=purus&et=aliquet&tempus=at&semper=feugiat&est=non&quam=pretium&pharetra=quis&magna=lectus&ac=suspendisse&consequat=potenti&metus=in&sapien=eleifend&ut=quam&nunc=a&vestibulum=odio&ante=in&ipsum=hac&primis=habitasse&in=platea&faucibus=dictumst,4.68E+18,0:13:51,Not Socially Engaged
743,1,1501608290,1501608290,20170801,"{'visits': '1', 'hits': '1', 'pageviews': '1', 'bounces': '1', 'newVisits': '1', 'sessionQualityDim': '1'}","{'campaign': '(not set)', 'source': '(direct)', 'medium': '(none)', 'adwordsClickInfo': {'criteriaParameters': 'not available in demo dataset'}}","{'browser': 'Safari', 'browserVersion': 'not available in demo dataset', 'browserSize': 'not available in demo dataset', 'operatingSystem': 'Macintosh', 'operatingSystemVersion': 'not available in demo dataset', 'isMobile': False, 'mobileDeviceBranding': 'not available in demo dataset', 'mobileDeviceModel': 'not available in demo dataset', 'mobileInputSelector': 'not available in demo dataset', 'mobileDeviceInfo': 'not available in demo dataset', 'mobileDeviceMarketingName': 'not available in demo dataset', 'flashVersion': 'not available in demo dataset', 'language': 'not available in demo dataset', 'screenColors': 'not available in demo dataset', 'screenResolution': 'not available in demo dataset', 'deviceCategory': 'desktop'}","{'continent': 'Americas', 'subContinent': 'Northern America', 'country': 'United States', 'region': 'not available in demo dataset', 'metro': 'not available in demo dataset', 'city': 'not available in demo dataset', 'cityId': 'not available in demo dataset', 'networkDomain': 'verizon.net', 'latitude': 'not available in demo dataset', 'longitude': 'not available in demo dataset', 'networkLocation': 'not available in demo dataset'}","[{'index': '4', 'value': 'North America'}]",https://addtoany.com/montes/nascetur.html?tristique=lectus&in=vestibulum&tempus=quam&sit=sapien&amet=varius&sem=ut&fusce=blandit&consequat=non&nulla=interdum&nisl=in&nunc=ante&nisl=vestibulum&duis=ante&bibendum=ipsum&felis=primis&sed=in&interdum=faucibus&venenatis=orci&turpis=luctus&enim=et&blandit=ultrices&mi=posuere&in=cubilia&porttitor=curae&pede=duis&justo=faucibus&eu=accumsan&massa=odio&donec=curabitur&dapibus=convallis&duis=duis&at=consequat&velit=dui&eu=nec&est=nisi&congue=volutpat&elementum=eleifend&in=donec&hac=ut&habitasse=dolor&platea=morbi&dictumst=vel&morbi=lectus&vestibulum=in&velit=quam&id=fringilla&pretium=rhoncus&iaculis=mauris&diam=enim&erat=leo&fermentum=rhoncus&justo=sed&nec=vestibulum&condimentum=sit&neque=amet&sapien=cursus&placerat=id&ante=turpis&nulla=integer&justo=aliquet&aliquam=massa&quis=id&turpis=lobortis&eget=convallis&elit=tortor&sodales=risus,5.14E+18,0:09:19,Not Socially Engaged
744,1,1501601269,1501601269,20170801,"{'visits': '1', 'hits': '1', 'pageviews': '1', 'bounces': '1', 'newVisits': '1', 'sessionQualityDim': '1'}","{'campaign': '(not set)', 'source': '(direct)', 'medium': '(none)', 'adwordsClickInfo': {'criteriaParameters': 'not available in demo dataset'}}","{'browser': 'Safari', 'browserVersion': 'not available in demo dataset', 'browserSize': 'not available in demo dataset', 'operatingSystem': 'iOS', 'operatingSystemVersion': 'not available in demo dataset', 'isMobile': True, 'mobileDeviceBranding': 'not available in demo dataset', 'mobileDeviceModel': 'not available in demo dataset', 'mobileInputSelector': 'not available in demo dataset', 'mobileDeviceInfo': 'not available in demo dataset', 'mobileDeviceMarketingName': 'not available in demo dataset', 'flashVersion': 'not available in demo dataset', 'language': 'not available in demo dataset', 'screenColors': 'not available in demo dataset', 'screenResolution': 'not available in demo dataset', 'deviceCategory': 'mobile'}","{'continent': 'Europe', 'subContinent': 'Northern Europe', 'country': 'United Kingdom', 'region': 'Scotland', 'metro': 'Central Scotland', 'city': 'Glasgow', 'cityId': 'not available in demo dataset', 'networkDomain': '(not set)', 'latitude': 'not available in demo dataset', 'longitude': 'not available in demo dataset', 'networkLocation': 'not available in demo dataset'}","[{'index': '4', 'value': 'EMEA'}]",https://ow.ly/a/suscipit/nulla/elit/ac/nulla/sed.js?congue=ut&risus=massa&semper=quis&porta=augue&volutpat=luctus&quam=tincidunt&pede=nulla&lobortis=mollis&ligula=molestie&sit=lorem&amet=quisque&eleifend=ut&pede=erat&libero=curabitur&quis=gravida&orci=nisi&nullam=at&molestie=nibh&nibh=in&in=hac&lectus=habitasse&pellentesque=platea&at=dictumst&nulla=aliquam&suspendisse=augue&potenti=quam&cras=sollicitudin&in=vitae&purus=consectetuer&eu=eget&magna=rutrum&vulputate=at&luctus=lorem&cum=integer&sociis=tincidunt&natoque=ante&penatibus=vel&et=ipsum&magnis=praesent&dis=blandit&parturient=lacinia&montes=erat&nascetur=vestibulum&ridiculus=sed&mus=magna&vivamus=at&vestibulum=nunc&sagittis=commodo&sapien=placerat&cum=praesent&sociis=blandit&natoque=nam&penatibus=nulla&et=integer&magnis=pede&dis=justo&parturient=lacinia&montes=eget&nascetur=tincidunt&ridiculus=eget&mus=tempus&etiam=vel&vel=pede,5.60E+18,0:01:48,Not Socially Engaged
745,1,1501582133,1501582133,20170801,"{'visits': '1', 'hits': '1', 'pageviews': '1', 'bounces': '1', 'newVisits': '1', 'sessionQualityDim': '1'}","{'campaign': '(not set)', 'source': '(direct)', 'medium': '(none)', 'adwordsClickInfo': {'criteriaParameters': 'not available in demo dataset'}, 'isTrueDirect': True}","{'browser': 'Opera Mini', 'browserVersion': 'not available in demo dataset', 'browserSize': 'not available in demo dataset', 'operatingSystem': '(not set)', 'operatingSystemVersion': 'not available in demo dataset', 'isMobile': True, 'mobileDeviceBranding': 'not available in demo dataset', 'mobileDeviceModel': 'not available in demo dataset', 'mobileInputSelector': 'not available in demo dataset', 'mobileDeviceInfo': 'not available in demo dataset', 'mobileDeviceMarketingName': 'not available in demo dataset', 'flashVersion': 'not available in demo dataset', 'language': 'not available in demo dataset', 'screenColors': 'not available in demo dataset', 'screenResolution': 'not available in demo dataset', 'deviceCategory': 'mobile'}","{'continent': 'Europe', 'subContinent': 'Eastern Europe', 'country': 'Romania', 'region': 'not available in demo dataset', 'metro': 'not available in demo dataset', 'city': 'not available in demo dataset', 'cityId': 'not available in demo dataset', 'networkDomain': 'unknown.unknown', 'latitude': 'not available in demo dataset', 'longitude': 'not available in demo dataset', 'networkLocation': 'not available in demo dataset'}",[],https://amazon.de/aliquet/at/feugiat/non/pretium/quis/lectus.jpg?adipiscing=ultrices&elit=erat&proin=tortor&interdum=sollicitudin&mauris=mi&non=sit&ligula=amet&pellentesque=lobortis&ultrices=sapien&phasellus=sapien&id=non&sapien=mi&in=integer&sapien=ac&iaculis=neque&congue=duis&vivamus=bibendum&metus=morbi&arcu=non&adipiscing=quam&molestie=nec&hendrerit=dui&at=luctus&vulputate=rutrum&vitae=nulla&nisl=tellus&aenean=in&lectus=sagittis&pellentesque=dui&eget=vel&nunc=nisl&donec=duis&quis=ac&orci=nibh&eget=fusce,2.54E+18,0:08:40,Not Socially Engaged
746,1,1501591556,1501591556,20170801,"{'visits': '1', 'hits': '1', 'pageviews': '1', 'bounces': '1', 'newVisits': '1', 'sessionQualityDim': '1'}","{'campaign': '(not set)', 'source': '(direct)', 'medium': '(none)', 'adwordsClickInfo': {'criteriaParameters': 'not available in demo dataset'}}","{'browser': 'Safari', 'browserVersion': 'not available in demo dataset', 'browserSize': 'not available in demo dataset', 'operatingSystem': 'iOS', 'operatingSystemVersion': 'not available in demo dataset', 'isMobile': True, 'mobileDeviceBranding': 'not available in demo dataset', 'mobileDeviceModel': 'not available in demo dataset', 'mobileInputSelector': 'not available in demo dataset', 'mobileDeviceInfo': 'not available in demo dataset', 'mobileDeviceMarketingName': 'not available in demo dataset', 'flashVersion': 'not available in demo dataset', 'language': 'not available in demo dataset', 'screenColors': 'not available in demo dataset', 'screenResolution': 'not available in demo dataset', 'deviceCategory': 'mobile'}","{'continent': 'Europe', 'subContinent': 'Northern Europe', 'country': 'United Kingdom', 'region': 'not available in demo dataset', 'metro': 'not available in demo dataset', 'city': 'not available in demo dataset', 'cityId': 'not available in demo dataset', 'networkDomain': 'btcentralplus.com', 'latitude': 'not available in demo dataset', 'longitude': 'not available in demo dataset', 'networkLocation': 'not available in demo dataset'}","[{'index': '4', 'value': 'EMEA'}]",https://disqus.com/eget.jpg?ante=molestie&vestibulum=hendrerit&ante=at&ipsum=vulputate&primis=vitae&in=nisl&faucibus=aenean&orci=lectus&luctus=pellentesque&et=eget&ultrices=nunc&posuere=donec&cubilia=quis&curae=orci&duis=eget&faucibus=orci&accumsan=vehicula&odio=condimentum&curabitur=curabitur&convallis=in&duis=libero&consequat=ut&dui=massa&nec=volutpat&nisi=convallis&volutpat=morbi&eleifend=odio&donec=odio&ut=elementum&dolor=eu&morbi=interdum&vel=eu&lectus=tincidunt&in=in&quam=leo&fringilla=maecenas&rhoncus=pulvinar&mauris=lobortis&enim=est&leo=phasellus&rhoncus=sit&sed=amet&vestibulum=erat&sit=nulla&amet=tempus&cursus=vivamus&id=in&turpis=felis&integer=eu&aliquet=sapien&massa=cursus&id=vestibulum&lobortis=proin&convallis=eu&tortor=mi&risus=nulla&dapibus=ac&augue=enim&vel=in&accumsan=tempor&tellus=turpis,5.36E+18,0:15:29,Not Socially Engaged
747,1,1501596237,1501596237,20170801,"{'visits': '1', 'hits': '1', 'pageviews': '1', 'bounces': '1', 'newVisits': '1', 'sessionQualityDim': '1'}","{'campaign': '(not set)', 'source': '(direct)', 'medium': '(none)', 'adwordsClickInfo': {'criteriaParameters': 'not available in demo dataset'}, 'isTrueDirect': True}","{'browser': 'Chrome', 'browserVersion': 'not available in demo dataset', 'browserSize': 'not available in demo dataset', 'operatingSystem': 'Android', 'operatingSystemVersion': 'not available in demo dataset', 'isMobile': True, 'mobileDeviceBranding': 'not available in demo dataset', 'mobileDeviceModel': 'not available in demo dataset', 'mobileInputSelector': 'not available in demo dataset', 'mobileDeviceInfo': 'not available in demo dataset', 'mobileDeviceMarketingName': 'not available in demo dataset', 'flashVersion': 'not available in demo dataset', 'language': 'not available in demo dataset', 'screenColors': 'not available in demo dataset', 'screenResolution': 'not available in demo dataset', 'deviceCategory': 'mobile'}","{'continent': 'Europe', 'subContinent': 'Northern Europe', 'country': 'United Kingdom', 'region': 'not available in demo dataset', 'metro': 'not available in demo dataset', 'city': 'not available in demo dataset', 'cityId': 'not available in demo dataset', 'networkDomain': '(not set)', 'latitude': 'not available in demo dataset', 'longitude': 'not available in demo dataset', 'networkLocation': 'not available in demo dataset'}","[{'index': '4', 'value': 'EMEA'}]",https://dmoz.org/in/consequat/ut/nulla/sed.json?in=molestie&leo=sed&maecenas=justo&pulvinar=pellentesque&lobortis=viverra&est=pede&phasellus=ac&sit=diam&amet=cras&erat=pellentesque&nulla=volutpat&tempus=dui&vivamus=maecenas&in=tristique&felis=est&eu=et&sapien=tempus&cursus=semper&vestibulum=est&proin=quam&eu=pharetra&mi=magna,5.34E+18,0:09:30,Not Socially Engaged
748,1,1501592641,1501592641,20170801,"{'visits': '1', 'hits': '1', 'pageviews': '1', 'bounces': '1', 'newVisits': '1', 'sessionQualityDim': '1'}","{'campaign': '(not set)', 'source': '(direct)', 'medium': '(none)', 'adwordsClickInfo': {'criteriaParameters': 'not available in demo dataset'}}","{'browser': 'Safari', 'browserVersion': 'not available in demo dataset', 'browserSize': 'not available in demo dataset', 'operatingSystem': 'iOS', 'operatingSystemVersion': 'not available in demo dataset', 'isMobile': True, 'mobileDeviceBranding': 'not available in demo dataset', 'mobileDeviceModel': 'not available in demo dataset', 'mobileInputSelector': 'not available in demo dataset', 'mobileDeviceInfo': 'not available in demo dataset', 'mobileDeviceMarketingName': 'not available in demo dataset', 'flashVersion': 'not available in demo dataset', 'language': 'not available in demo dataset', 'screenColors': 'not available in demo dataset', 'screenResolution': 'not available in demo dataset', 'deviceCategory': 'mobile'}","{'continent': 'Americas', 'subContinent': 'Northern America', 'country': 'United States', 'region': 'not available in demo dataset', 'metro': 'not available in demo dataset', 'city': 'not available in demo dataset', 'cityId': 'not available in demo dataset', 'networkDomain': '(not set)', 'latitude': 'not available in demo dataset', 'longitude': 'not available in demo dataset', 'networkLocation': 'not available in demo dataset'}","[{'index': '4', 'value': 'North America'}]",https://usa.gov/id.html?cras=eget&in=elit&purus=sodales&eu=scelerisque&magna=mauris&vulputate=sit&luctus=amet&cum=eros&sociis=suspendisse&natoque=accumsan&penatibus=tortor&et=quis&magnis=turpis&dis=sed&parturient=ante&montes=vivamus&nascetur=tortor&ridiculus=duis&mus=mattis&vivamus=egestas&vestibulum=metus&sagittis=aenean&sapien=fermentum&cum=donec&sociis=ut&natoque=mauris&penatibus=eget&et=massa&magnis=tempor&dis=convallis&parturient=nulla&montes=neque&nascetur=libero&ridiculus=convallis&mus=eget&etiam=eleifend&vel=luctus&augue=ultricies,4.47E+18,0:15:45,Not Socially Engaged
749,1,1501646366,1501646366,20170801,"{'visits': '1', 'hits': '1', 'pageviews': '1', 'bounces': '1', 'newVisits': '1', 'sessionQualityDim': '1'}","{'campaign': '(not set)', 'source': '(direct)', 'medium': '(none)', 'adwordsClickInfo': {'criteriaParameters': 'not available in demo dataset'}}","{'browser': 'Safari', 'browserVersion': 'not available in demo dataset', 'browserSize': 'not available in demo dataset', 'operatingSystem': 'iOS', 'operatingSystemVersion': 'not available in demo dataset', 'isMobile': True, 'mobileDeviceBranding': 'not available in demo dataset', 'mobileDeviceModel': 'not available in demo dataset', 'mobileInputSelector': 'not available in demo dataset', 'mobileDeviceInfo': 'not available in demo dataset', 'mobileDeviceMarketingName': 'not available in demo dataset', 'flashVersion': 'not available in demo dataset', 'language': 'not available in demo dataset', 'screenColors': 'not available in demo dataset', 'screenResolution': 'not available in demo dataset', 'deviceCategory': 'mobile'}","{'continent': 'Americas', 'subContinent': 'Northern America', 'country': 'United States', 'region': 'not available in demo dataset', 'metro': 'not available in demo dataset', 'city': 'not available in demo dataset', 'cityId': 'not available in demo dataset', 'networkDomain': '(not set)', 'latitude': 'not available in demo dataset', 'longitude': 'not available in demo dataset', 'networkLocation': 'not available in demo dataset'}","[{'index': '4', 'value': 'North America'}]",http://edublogs.org/nascetur/ridiculus.jsp?fusce=ipsum&congue=aliquam&diam=non&id=mauris&ornare=morbi&imperdiet=non&sapien=lectus&urna=aliquam&pretium=sit&nisl=amet&ut=diam&volutpat=in&sapien=magna&arcu=bibendum&sed=imperdiet&augue=nullam,9.88E+18,0:18:24,Not Socially Engaged
750,1,1501650803,1501650803,20170801,"{'visits': '1', 'hits': '1', 'pageviews': '1', 'bounces': '1', 'newVisits': '1', 'sessionQualityDim': '1'}","{'campaign': '(not set)', 'source': '(direct)', 'medium': '(none)', 'adwordsClickInfo': {'criteriaParameters': 'not available in demo dataset'}, 'isTrueDirect': True}","{'browser': 'Chrome', 'browserVersion': 'not available in demo dataset', 'browserSize': 'not available in demo dataset', 'operatingSystem': 'Android', 'operatingSystemVersion': 'not available in demo dataset', 'isMobile': True, 'mobileDeviceBranding': 'not available in demo dataset', 'mobileDeviceModel': 'not available in demo dataset', 'mobileInputSelector': 'not available in demo dataset', 'mobileDeviceInfo': 'not available in demo dataset', 'mobileDeviceMarketingName': 'not available in demo dataset', 'flashVersion': 'not available in demo dataset', 'language': 'not available in demo dataset', 'screenColors': 'not available in demo dataset', 'screenResolution': 'not available in demo dataset', 'deviceCategory': 'mobile'}","{'continent': 'Americas', 'subContinent': 'Northern America', 'country': 'United States', 'region': 'not available in demo dataset', 'metro': 'not available in demo dataset', 'city': 'not available in demo dataset', 'cityId': 'not available in demo dataset', 'networkDomain': 'opera-mini.net', 'latitude': 'not available in demo dataset', 'longitude': 'not available in demo dataset', 'networkLocation': 'not available in demo dataset'}","[{'index': '4', 'value': 'North America'}]",http://csmonitor.com/dis/parturient/montes/nascetur/ridiculus.js?in=morbi&hac=sem&habitasse=mauris&platea=laoreet&dictumst=ut&maecenas=rhoncus&ut=aliquet&massa=pulvinar&quis=sed&augue=nisl&luctus=nunc&tincidunt=rhoncus&nulla=dui&mollis=vel&molestie=sem&lorem=sed&quisque=sagittis&ut=nam&erat=congue&curabitur=risus&gravida=semper&nisi=porta&at=volutpat&nibh=quam&in=pede&hac=lobortis&habitasse=ligula&platea=sit&dictumst=amet&aliquam=eleifend&augue=pede&quam=libero&sollicitudin=quis&vitae=orci&consectetuer=nullam&eget=molestie&rutrum=nibh&at=in&lorem=lectus&integer=pellentesque&tincidunt=at&ante=nulla&vel=suspendisse&ipsum=potenti&praesent=cras&blandit=in&lacinia=purus&erat=eu&vestibulum=magna&sed=vulputate&magna=luctus&at=cum&nunc=sociis&commodo=natoque&placerat=penatibus&praesent=et&blandit=magnis&nam=dis&nulla=parturient&integer=montes&pede=nascetur&justo=ridiculus,1.47E+18,0:18:32,Not Socially Engaged
